roleid,userid,name,occupation,level,exp,moneyall,reputation,type,save_time,mapid,x,y,z,consumption,gender
1569,672,"44",17,150,0,150000000,0,1,1286213034,1,160.990677,163.510010,141.051666,0,0
1570,672,"444",17,150,0,150000000,0,1,1286213035,1,160.990677,163.510010,141.051666,0,0
1571,672,"4444",17,150,0,150000000,0,1,1286213036,1,160.990677,163.510010,141.051666,0,0
1572,672,"44444",17,150,0,150000000,0,1,1286213038,1,160.990677,163.510010,141.051666,0,0
1573,672,"444444",17,150,0,150000000,0,1,1286213042,1,160.990677,163.510010,141.051666,0,0
1574,672,"4444444",17,150,0,150000000,0,1,1286213044,1,160.990677,163.510010,141.051666,0,0
1575,672,"44444444",17,150,0,150000000,0,1,1286213047,1,160.990677,163.510010,141.051666,0,0
1584,688,"5",17,150,0,150000000,0,1,1286213082,1,160.990677,163.510010,141.051666,0,0
1585,688,"55",17,150,0,150000000,0,1,1286213083,1,160.990677,163.510010,141.051666,0,0
1586,688,"555",17,150,0,150000000,0,1,1286213085,1,160.990677,163.510010,141.051666,0,0
1587,688,"5555",17,150,0,150000000,0,1,1286213086,1,160.990677,163.510010,141.051666,0,0
1588,688,"55555",17,150,0,150000000,0,1,1286213088,1,160.990677,163.510010,141.051666,0,0
1589,688,"555555",17,150,0,150000000,0,1,1286213090,1,160.990677,163.510010,141.051666,0,0
1590,688,"5555555",17,150,0,150000000,0,1,1286213093,1,160.990677,163.510010,141.051666,0,0
1591,688,"55555555",17,150,0,150000000,0,1,1286213095,1,160.990677,163.510010,141.051666,0,0
1600,704,"6",17,150,0,150000000,0,1,1286213106,1,160.990677,163.510010,141.051666,0,0
1601,704,"66",17,150,0,150000000,0,1,1286213111,1,160.990677,163.510010,141.051666,0,0
1602,704,"666",17,150,0,150000000,0,1,1286213113,1,160.990677,163.510010,141.051666,0,0
1603,704,"6666",17,150,0,150000000,0,1,1286213114,1,160.990677,163.510010,141.051666,0,0
1604,704,"66666",17,150,0,150000000,0,1,1286213116,1,160.990677,163.510010,141.051666,0,0
1605,704,"6666666",17,150,0,150000000,0,1,1286213118,1,160.990677,163.510010,141.051666,0,0
1606,704,"666666",17,150,0,150000000,0,1,1286213123,1,160.990677,163.510010,141.051666,0,0
1607,704,"66666666",17,150,0,150000000,0,1,1286213124,1,160.990677,163.510010,141.051666,0,0
1616,720,"36",17,150,0,150000000,0,1,1286213135,1,160.990677,163.510010,141.051666,0,0
1617,720,"361",17,150,0,150000000,0,1,1286213137,1,160.990677,163.510010,141.051666,0,0
1618,720,"3666",17,150,0,150000000,0,1,1286213141,1,160.990677,163.510010,141.051666,0,0
1619,720,"36666",17,150,0,150000000,0,1,1286213144,1,160.990677,163.510010,141.051666,0,0
1620,720,"36666666",17,150,0,150000000,0,1,1286213146,1,160.990677,163.510010,141.051666,0,0
1621,720,"3666666",17,150,0,150000000,0,1,1286213149,1,160.990677,163.510010,141.051666,0,0
1622,720,"3622",17,150,0,150000000,0,1,1286213151,1,160.990677,163.510010,141.051666,0,0
1623,720,"3654",17,150,0,150000000,0,1,1286213152,1,160.990677,163.510010,141.051666,0,0
1632,736,"37",17,150,0,150000000,0,1,1286213161,1,160.990677,163.510010,141.051666,0,0
1633,736,"374",17,150,0,150000000,0,1,1286213163,1,160.990677,163.510010,141.051666,0,0
1634,736,"3744",17,150,0,150000000,0,1,1286213165,1,160.990677,163.510010,141.051666,0,0
1635,736,"37444",17,150,0,150000000,0,1,1286213172,1,160.990677,163.510010,141.051666,0,0
1636,736,"374441",17,150,0,150000000,0,1,1286213178,1,160.990677,163.510010,141.051666,0,0
1637,736,"37888888",17,150,0,150000000,0,1,1286213182,1,160.990677,163.510010,141.051666,0,0
1638,736,"37999999",17,150,0,150000000,0,1,1286213188,1,160.990677,163.510010,141.051666,0,0
1639,736,"37444444",17,150,0,150000000,0,1,1286213191,1,160.990677,163.510010,141.051666,0,0
1648,752,"38",17,150,0,150000000,0,1,1286213199,1,160.990677,163.510010,141.051666,0,0
1649,752,"12315",17,150,0,150000000,0,1,1286213202,1,160.990677,163.510010,141.051666,0,0
1650,752,"1235",17,150,0,150000000,0,1,1286213203,1,160.990677,163.510010,141.051666,0,0
1651,752,"234213",17,150,0,150000000,0,1,1286213205,1,160.990677,163.510010,141.051666,0,0
1652,752,"23783",17,150,0,150000000,0,1,1286213229,1,160.990677,163.510010,141.051666,0,0
1653,752,"385",17,150,0,150000000,0,1,1286213239,1,160.990677,163.510010,141.051666,0,0
1654,752,"3855",17,150,0,150000000,0,1,1286213241,1,160.990677,163.510010,141.051666,0,0
1655,752,"38555",17,150,0,150000000,0,1,1286213243,1,160.990677,163.510010,141.051666,0,0
1664,768,"393",17,150,0,150000000,0,1,1286213252,1,160.990677,163.510010,141.051666,0,0
1665,768,"3999",17,150,0,150000000,0,1,1286213255,1,160.990677,163.510010,141.051666,0,0
1666,768,"3543451",17,150,0,150000000,0,1,1286213259,1,160.990677,163.510010,141.051666,0,0
1667,768,"54378354",17,150,0,150000000,0,1,1286213262,1,160.990677,163.510010,141.051666,0,0
1668,768,"12387453",17,150,0,150000000,0,1,1286213264,1,160.990677,163.510010,141.051666,0,0
1669,768,"4538453",17,150,0,150000000,0,1,1286213267,1,160.990677,163.510010,141.051666,0,0
1670,768,"1334",17,150,0,150000000,0,1,1286213269,1,160.990677,163.510010,141.051666,0,0
1671,768,"853",17,150,0,150000000,0,1,1286213270,1,160.990677,163.510010,141.051666,0,0
1680,784,"40",17,150,0,150000000,0,1,1286213278,1,160.990677,163.510010,141.051666,0,0
1681,784,"434313",17,150,0,150000000,0,1,1286213281,1,160.990677,163.510010,141.051666,0,0
1682,784,"5463453",17,150,0,150000000,0,1,1286213282,1,160.990677,163.510010,141.051666,0,0
1683,784,"3436313",17,150,0,150000000,0,1,1286213285,1,160.990677,163.510010,141.051666,0,0
1684,784,"5353123",17,150,0,150000000,0,1,1286213287,1,160.990677,163.510010,141.051666,0,0
1685,784,"58353213",17,150,0,150000000,0,1,1286213289,1,160.990677,163.510010,141.051666,0,0
1686,784,"53230",17,150,0,150000000,0,1,1286213291,1,160.990677,163.510010,141.051666,0,0
1687,784,"53205",17,150,0,150000000,0,1,1286213294,1,160.990677,163.510010,141.051666,0,0
1696,800,"41",17,150,0,150000000,0,1,1286213305,1,160.990677,163.510010,141.051666,0,0
1697,800,"sfsf",17,150,0,150000000,0,1,1286213311,1,160.990677,163.510010,141.051666,0,0
1698,800,"efsdf",17,150,0,150000000,0,1,1286213314,1,160.990677,163.510010,141.051666,0,0
1699,800,"efs",17,150,0,150000000,0,1,1286213316,1,160.990677,163.510010,141.051666,0,0
1700,800,"efsg",17,150,0,150000000,0,1,1286213317,1,160.990677,163.510010,141.051666,0,0
1701,800,"esf",17,150,0,150000000,0,1,1286213319,1,160.990677,163.510010,141.051666,0,0
1702,800,"efsh",17,150,0,150000000,0,1,1286213323,1,160.990677,163.510010,141.051666,0,0
1703,800,"qwew",17,150,0,150000000,0,1,1286213325,1,160.990677,163.510010,141.051666,0,0
1712,816,"42",17,150,0,150000000,0,1,1286213344,1,160.990677,163.510010,141.051666,0,0
1713,816,"wfsf",17,150,0,150000000,0,1,1286213346,1,160.990677,163.510010,141.051666,0,0
1714,816,"wqewqr",17,150,0,150000000,0,1,1286213349,1,160.990677,163.510010,141.051666,0,0
1715,816,"qwewqr",17,150,0,150000000,0,1,1286213350,1,160.990677,163.510010,141.051666,0,0
1716,816,"qwea",17,150,0,150000000,0,1,1286213352,1,160.990677,163.510010,141.051666,0,0
1717,816,"retre",17,150,0,150000000,0,1,1286213354,1,160.990677,163.510010,141.051666,0,0
1718,816,"yert",17,150,0,150000000,0,1,1286213356,1,160.990677,163.510010,141.051666,0,0
1719,816,"ewe",17,150,0,150000000,0,1,1286213357,1,160.990677,163.510010,141.051666,0,0
1728,832,"43",17,150,0,150000000,0,1,1286213370,1,160.990677,163.510010,141.051666,0,0
1729,832,"sadfadsa",17,150,0,150000000,0,1,1286213372,1,160.990677,163.510010,141.051666,0,0
1730,832,"asdaw",17,150,0,150000000,0,1,1286213374,1,160.990677,163.510010,141.051666,0,0
1731,832,"qwsd",17,150,0,150000000,0,1,1286213376,1,160.990677,163.510010,141.051666,0,0
1732,832,"qwdasd",17,150,0,150000000,0,1,1286213378,1,160.990677,163.510010,141.051666,0,0
1733,832,"qwrzz",17,150,0,150000000,0,1,1286213379,1,160.990677,163.510010,141.051666,0,0
1734,832,"qwfzw",17,150,0,150000000,0,1,1286213381,1,160.990677,163.510010,141.051666,0,0
1735,832,"qwszff",17,150,0,150000000,0,1,1286213395,1,160.990677,163.510010,141.051666,0,0
1744,848,"404",17,150,0,150000000,0,1,1286213411,1,160.990677,163.510010,141.051666,0,0
1745,848,"sadzxc",17,150,0,150000000,0,1,1286213413,1,160.990677,163.510010,141.051666,0,0
1746,848,"adrwqda",17,150,0,150000000,0,1,1286213414,1,160.990677,163.510010,141.051666,0,0
1747,848,"hgj",17,150,0,150000000,0,1,1286213416,1,160.990677,163.510010,141.051666,0,0
1748,848,"dfd",17,150,0,150000000,0,1,1286213417,1,160.990677,163.510010,141.051666,0,0
1749,848,"gfhf",17,150,0,150000000,0,1,1286213418,1,160.990677,163.510010,141.051666,0,0
1750,848,"rtdf",17,150,0,150000000,0,1,1286213420,1,160.990677,163.510010,141.051666,0,0
1751,848,"hjfgh",17,150,0,150000000,0,1,1286213421,1,160.990677,163.510010,141.051666,0,0
1760,864,"45",17,150,0,150000000,0,1,1286213430,1,160.990677,163.510010,141.051666,0,0
1761,864,"asddc",17,150,0,150000000,0,1,1286213432,1,160.990677,163.510010,141.051666,0,0
1762,864,"wadf",17,150,0,150000000,0,1,1286213434,1,160.990677,163.510010,141.051666,0,0
1763,864,"a23",17,150,0,150000000,0,1,1286213436,1,160.990677,163.510010,141.051666,0,0
1764,864,"adasdfa",17,150,0,150000000,0,1,1286213437,1,160.990677,163.510010,141.051666,0,0
1765,864,"2weasd",17,150,0,150000000,0,1,1286213439,1,160.990677,163.510010,141.051666,0,0
1766,864,"2wead",17,150,0,150000000,0,1,1286213440,1,160.990677,163.510010,141.051666,0,0
1767,864,"wefa",17,150,0,150000000,0,1,1286213442,1,160.990677,163.510010,141.051666,0,0
1776,880,"46",17,150,0,150000000,0,1,1286213450,1,160.990677,163.510010,141.051666,0,0
1777,880,"asdsd",17,150,0,150000000,0,1,1286213461,1,160.990677,163.510010,141.051666,0,0
1778,880,"wqeasd",17,150,0,150000000,0,1,1286213462,1,160.990677,163.510010,141.051666,0,0
1779,880,"asdwqd",17,150,0,150000000,0,1,1286213463,1,160.990677,163.510010,141.051666,0,0
1780,880,"aweasd",17,150,0,150000000,0,1,1286213464,1,160.990677,163.510010,141.051666,0,0
1781,880,"aweasd2",17,150,0,150000000,0,1,1286213468,1,160.990677,163.510010,141.051666,0,0
1782,880,"2wad",17,150,0,150000000,0,1,1286213469,1,160.990677,163.510010,141.051666,0,0
1783,880,"2qa",17,150,0,150000000,0,1,1286213470,1,160.990677,163.510010,141.051666,0,0
1792,896,"47",17,150,0,150000000,0,1,1286213479,1,160.990677,163.510010,141.051666,0,0
1793,896,"dasfsad",17,150,0,150000000,0,1,1286213481,1,160.990677,163.510010,141.051666,0,0
1794,896,"bvnv",17,150,0,150000000,0,1,1286213482,1,160.990677,163.510010,141.051666,0,0
1795,896,"vbnvbn",17,150,0,150000000,0,1,1286213483,1,160.990677,163.510010,141.051666,0,0
1796,896,"vbng",17,150,0,150000000,0,1,1286213485,1,160.990677,163.510010,141.051666,0,0
1797,896,"vncf",17,150,0,150000000,0,1,1286213486,1,160.990677,163.510010,141.051666,0,0
1798,896,"gncn",17,150,0,150000000,0,1,1286213488,1,160.990677,163.510010,141.051666,0,0
1799,896,"bngfn",17,150,0,150000000,0,1,1286213489,1,160.990677,163.510010,141.051666,0,0
1808,912,"48",17,150,0,150000000,0,1,1286213499,1,160.990677,163.510010,141.051666,0,0
1809,912,"xzcz",17,150,0,150000000,0,1,1286213500,1,160.990677,163.510010,141.051666,0,0
1810,912,"xzcasd",17,150,0,150000000,0,1,1286213502,1,160.990677,163.510010,141.051666,0,0
1811,912,"zxcxzczx",17,150,0,150000000,0,1,1286213503,1,160.990677,163.510010,141.051666,0,0
1812,912,"zxczxcs",17,150,0,150000000,0,1,1286213505,1,160.990677,163.510010,141.051666,0,0
1813,912,"cxzcec",17,150,0,150000000,0,1,1286213506,1,160.990677,163.510010,141.051666,0,0
1814,912,"cefdzc",17,150,0,150000000,0,1,1286213508,1,160.990677,163.510010,141.051666,0,0
1815,912,"edfzczxc",17,150,0,150000000,0,1,1286213510,1,160.990677,163.510010,141.051666,0,0
1824,928,"49",17,150,0,150000000,0,1,1286213518,1,160.990677,163.510010,141.051666,0,0
1825,928,"asdfqwfd",17,150,0,150000000,0,1,1286213520,1,160.990677,163.510010,141.051666,0,0
1826,928,"vfdh",17,150,0,150000000,0,1,1286213521,1,160.990677,163.510010,141.051666,0,0
1827,928,"sdgsdf",17,150,0,150000000,0,1,1286213523,1,160.990677,163.510010,141.051666,0,0
1828,928,"fefsd",17,150,0,150000000,0,1,1286213524,1,160.990677,163.510010,141.051666,0,0
1829,928,"sdfeg",17,150,0,150000000,0,1,1286213526,1,160.990677,163.510010,141.051666,0,0
1830,928,"sdfdf",17,150,0,150000000,0,1,1286213527,1,160.990677,163.510010,141.051666,0,0
1831,928,"sdfasf",17,150,0,150000000,0,1,1286213529,1,160.990677,163.510010,141.051666,0,0
1840,944,"50",17,150,0,150000000,0,1,1286213537,1,160.990677,163.510010,141.051666,0,0
1841,944,"darfs",17,150,0,150000000,0,1,1286213540,1,160.990677,163.510010,141.051666,0,0
1842,944,"asdfwerf",17,150,0,150000000,0,1,1286213541,1,160.990677,163.510010,141.051666,0,0
1843,944,"fscxz",17,150,0,150000000,0,1,1286213542,1,160.990677,163.510010,141.051666,0,0
1844,944,"edxc",17,150,0,150000000,0,1,1286213544,1,160.990677,163.510010,141.051666,0,0
1845,944,"efxfc",17,150,0,150000000,0,1,1286213545,1,160.990677,163.510010,141.051666,0,0
1846,944,"efsd",17,150,0,150000000,0,1,1286213547,1,160.990677,163.510010,141.051666,0,0
1847,944,"efh",17,150,0,150000000,0,1,1286213548,1,160.990677,163.510010,141.051666,0,0
1856,960,"51",17,150,0,150000000,0,1,1286213557,1,160.990677,163.510010,141.051666,0,0
1857,960,"safwr",17,150,0,150000000,0,1,1286213559,1,160.990677,163.510010,141.051666,0,0
1858,960,"sdfwet",17,150,0,150000000,0,1,1286213560,1,160.990677,163.510010,141.051666,0,0
1859,960,"safwfasf",17,150,0,150000000,0,1,1286213562,1,160.990677,163.510010,141.051666,0,0
1860,960,"sdfw3fsd",17,150,0,150000000,0,1,1286213563,1,160.990677,163.510010,141.051666,0,0
1861,960,"sfasf",17,150,0,150000000,0,1,1286213564,1,160.990677,163.510010,141.051666,0,0
1862,960,"asf4",17,150,0,150000000,0,1,1286213568,1,160.990677,163.510010,141.051666,0,0
1863,960,"dsf3",17,150,0,150000000,0,1,1286213569,1,160.990677,163.510010,141.051666,0,0
1872,976,"52",17,150,0,150000000,0,1,1286213578,1,160.990677,163.510010,141.051666,0,0
1873,976,"2",17,150,0,150000000,0,1,1286213579,1,160.990677,163.510010,141.051666,0,0
1874,976,"2321e",17,150,0,150000000,0,1,1286213582,1,160.990677,163.510010,141.051666,0,0
1875,976,"2ea",17,150,0,150000000,0,1,1286213583,1,160.990677,163.510010,141.051666,0,0
1876,976,"2eaf",17,150,0,150000000,0,1,1286213586,1,160.990677,163.510010,141.051666,0,0
1877,976,"34rf",17,150,0,150000000,0,1,1286213588,1,160.990677,163.510010,141.051666,0,0
1878,976,"safdasd",17,150,0,150000000,0,1,1286213589,1,160.990677,163.510010,141.051666,0,0
1879,976,"sadfgff",17,150,0,150000000,0,1,1286213591,1,160.990677,163.510010,141.051666,0,0
1888,992,"53",17,150,0,150000000,0,1,1286213598,1,160.990677,163.510010,141.051666,0,0
1889,992,"adfqwdfc",17,150,0,150000000,0,1,1286213600,1,160.990677,163.510010,141.051666,0,0
1890,992,"asfg",17,150,0,150000000,0,1,1286213602,1,160.990677,163.510010,141.051666,0,0
1891,992,"fghtht",17,150,0,150000000,0,1,1286213603,1,160.990677,163.510010,141.051666,0,0
1892,992,"hrsh",17,150,0,150000000,0,1,1286213605,1,160.990677,163.510010,141.051666,0,0
1893,992,"thfghfg",17,150,0,150000000,0,1,1286213606,1,160.990677,163.510010,141.051666,0,0
1894,992,"trhdfh",17,150,0,150000000,0,1,1286213607,1,160.990677,163.510010,141.051666,0,0
1895,992,"fht5h",17,150,0,150000000,0,1,1286213609,1,160.990677,163.510010,141.051666,0,0
1904,1008,"54",17,150,0,150000000,0,1,1286213618,1,160.990677,163.510010,141.051666,0,0
1905,1008,"53sfwf",17,150,0,150000000,0,1,1286213623,1,160.990677,163.510010,141.051666,0,0
1906,1008,"wefsadf",17,150,0,150000000,0,1,1286213625,1,160.990677,163.510010,141.051666,0,0
1907,1008,"fdgfd",17,150,0,150000000,0,1,1286213626,1,160.990677,163.510010,141.051666,0,0
1908,1008,"dgrxg",17,150,0,150000000,0,1,1286213627,1,160.990677,163.510010,141.051666,0,0
1909,1008,"dfgrea",17,150,0,150000000,0,1,1286213629,1,160.990677,163.510010,141.051666,0,0
1910,1008,"grega",17,150,0,150000000,0,1,1286213633,1,160.990677,163.510010,141.051666,0,0
1911,1008,"dgdg",17,150,0,150000000,0,1,1286213634,1,160.990677,163.510010,141.051666,0,0
1920,1024,"505",17,150,0,150000000,0,1,1286213645,1,160.990677,163.510010,141.051666,0,0
1921,1024,"sfwerfs",17,150,0,150000000,0,1,1286213647,1,160.990677,163.510010,141.051666,0,0
1922,1024,"fewfsa",17,150,0,150000000,0,1,1286213648,1,160.990677,163.510010,141.051666,0,0
1923,1024,"sdfdhuk",17,150,0,150000000,0,1,1286213651,1,160.990677,163.510010,141.051666,0,0
1924,1024,"grerta",17,150,0,150000000,0,1,1286213653,1,160.990677,163.510010,141.051666,0,0
1925,1024,"grth",17,150,0,150000000,0,1,1286213654,1,160.990677,163.510010,141.051666,0,0
1926,1024,"sdfgwa",17,150,0,150000000,0,1,1286213656,1,160.990677,163.510010,141.051666,0,0
1927,1024,"etgfg",17,150,0,150000000,0,1,1286213658,1,160.990677,163.510010,141.051666,0,0
1936,1040,"56",17,150,0,150000000,0,1,1286213666,1,160.990677,163.510010,141.051666,0,0
1937,1040,"sfwefs",17,150,0,150000000,0,1,1286213667,1,160.990677,163.510010,141.051666,0,0
1938,1040,"fewsaf",17,150,0,150000000,0,1,1286213669,1,160.990677,163.510010,141.051666,0,0
1939,1040,"sdfsdfew",17,150,0,150000000,0,1,1286213671,1,160.990677,163.510010,141.051666,0,0
1940,1040,"erfsdfA",17,150,0,150000000,0,1,1286213672,1,160.990677,163.510010,141.051666,0,0
1941,1040,"WEFASF",17,150,0,150000000,0,1,1286213674,1,160.990677,163.510010,141.051666,0,0
1942,1040,"SDFSDF",17,150,0,150000000,0,1,1286213676,1,160.990677,163.510010,141.051666,0,0
1943,1040,"ASDASD",17,150,0,150000000,0,1,1286213677,1,160.990677,163.510010,141.051666,0,0
1952,1056,"57",17,150,0,150000000,0,1,1286213691,1,160.990677,163.510010,141.051666,0,0
1953,1056,"FEWFSDF",17,150,0,150000000,0,1,1286213693,1,160.990677,163.510010,141.051666,0,0
1954,1056,"SDFEWF",17,150,0,150000000,0,1,1286213694,1,160.990677,163.510010,141.051666,0,0
1955,1056,"FESDF",17,150,0,150000000,0,1,1286213696,1,160.990677,163.510010,141.051666,0,0
1956,1056,"FESDFSA",17,150,0,150000000,0,1,1286213697,1,160.990677,163.510010,141.051666,0,0
1957,1056,"EFSDF",17,150,0,150000000,0,1,1286213699,1,160.990677,163.510010,141.051666,0,0
1958,1056,"FEFSDFS",17,150,0,150000000,0,1,1286213701,1,160.990677,163.510010,141.051666,0,0
1959,1056,"SDFDF",17,150,0,150000000,0,1,1286213703,1,160.990677,163.510010,141.051666,0,0
1968,1072,"58",17,150,0,150000000,0,1,1286213714,1,160.990677,163.510010,141.051666,0,0
1969,1072,"XCVX",17,150,0,150000000,0,1,1286213716,1,160.990677,163.510010,141.051666,0,0
1970,1072,"XCVS",17,150,0,150000000,0,1,1286213717,1,160.990677,163.510010,141.051666,0,0
1971,1072,"SFSDF",17,150,0,150000000,0,1,1286213719,1,160.990677,163.510010,141.051666,0,0
1972,1072,"XCVXCV",17,150,0,150000000,0,1,1286213720,1,160.990677,163.510010,141.051666,0,0
1973,1072,"XCVXCVA",17,150,0,150000000,0,1,1286213724,1,160.990677,163.510010,141.051666,0,0
1974,1072,"SASADA",17,150,0,150000000,0,1,1286213727,1,160.990677,163.510010,141.051666,0,0
1975,1072,"WWE",17,150,0,150000000,0,1,1286213728,1,160.990677,163.510010,141.051666,0,0
1984,1088,"59",17,150,0,150000000,0,1,1286213737,1,160.990677,163.510010,141.051666,0,0
1985,1088,"TYTY",17,150,0,150000000,0,1,1286213739,1,160.990677,163.510010,141.051666,0,0
1986,1088,"TYR",17,150,0,150000000,0,1,1286213740,1,160.990677,163.510010,141.051666,0,0
1987,1088,"RTYRTYR",17,150,0,150000000,0,1,1286213742,1,160.990677,163.510010,141.051666,0,0
1988,1088,"RTYTYF",17,150,0,150000000,0,1,1286213743,1,160.990677,163.510010,141.051666,0,0
1989,1088,"RTYRTYRT",17,150,0,150000000,0,1,1286213745,1,160.990677,163.510010,141.051666,0,0
1990,1088,"RTYTRY",17,150,0,150000000,0,1,1286213746,1,160.990677,163.510010,141.051666,0,0
1991,1088,"TTTTTTTT",17,150,0,150000000,0,1,1286213748,1,160.990677,163.510010,141.051666,0,0
2000,1104,"60",17,150,0,150000000,0,1,1286213756,1,160.990677,163.510010,141.051666,0,0
2001,1104,"QQQQQQQQ",17,150,0,150000000,0,1,1286213759,1,160.990677,163.510010,141.051666,0,0
2002,1104,"WWWWWWWW",17,150,0,150000000,0,1,1286213760,1,160.990677,163.510010,141.051666,0,0
2003,1104,"EEEEEEEE",17,150,0,150000000,0,1,1286213762,1,160.990677,163.510010,141.051666,0,0
2004,1104,"RRRRRRRR",17,150,0,150000000,0,1,1286213764,1,160.990677,163.510010,141.051666,0,0
2005,1104,"TTTTTTTU",17,150,0,150000000,0,1,1286213768,1,160.990677,163.510010,141.051666,0,0
2006,1104,"IIIIIIII",17,150,0,150000000,0,1,1286213772,1,160.990677,163.510010,141.051666,0,0
2007,1104,"OOOOOOOO",17,150,0,150000000,0,1,1286213774,1,160.990677,163.510010,141.051666,0,0
2016,1120,"61",17,150,0,150000000,0,1,1286213783,1,160.990677,163.510010,141.051666,0,0
2017,1120,"AAAAAAAA",17,150,0,150000000,0,1,1286213787,1,160.990677,163.510010,141.051666,0,0
2018,1120,"SSSSSSSS",17,150,0,150000000,0,1,1286213788,1,160.990677,163.510010,141.051666,0,0
2019,1120,"DDDDDDDD",17,150,0,150000000,0,1,1286213790,1,160.990677,163.510010,141.051666,0,0
2020,1120,"FFFFFFFF",17,150,0,150000000,0,1,1286213791,1,160.990677,163.510010,141.051666,0,0
2021,1120,"GGGGGGGG",17,150,0,150000000,0,1,1286213793,1,160.990677,163.510010,141.051666,0,0
2022,1120,"HHHHHHHH",17,150,0,150000000,0,1,1286213795,1,160.990677,163.510010,141.051666,0,0
2023,1120,"JJJJJJJJ",17,150,0,150000000,0,1,1286213797,1,160.990677,163.510010,141.051666,0,0
2032,1136,"62",17,150,0,150000000,0,1,1286213809,1,160.990677,163.510010,141.051666,0,0
2033,1136,"CCCCCCCC",17,150,0,150000000,0,1,1286213812,1,160.990677,163.510010,141.051666,0,0
2034,1136,"CCXXXXXX",17,150,0,150000000,0,1,1286213814,1,160.990677,163.510010,141.051666,0,0
2035,1136,"ZZZZZZZZ",17,150,0,150000000,0,1,1286213816,1,160.990677,163.510010,141.051666,0,0
2036,1136,"VVVVVVVV",17,150,0,150000000,0,1,1286213818,1,160.990677,163.510010,141.051666,0,0
2037,1136,"BBBBBBBB",17,150,0,150000000,0,1,1286213819,1,160.990677,163.510010,141.051666,0,0
2038,1136,"NNNNNNNN",17,150,0,150000000,0,1,1286213821,1,160.990677,163.510010,141.051666,0,0
2039,1136,"MMMMMMMM",17,150,0,150000000,0,1,1286213823,1,160.990677,163.510010,141.051666,0,0
2048,1152,"63",17,150,0,150000000,0,1,1286213829,1,160.990677,163.510010,141.051666,0,0
2049,1152,"asfsare",17,150,0,150000000,0,1,1286213832,1,160.990677,163.510010,141.051666,0,0
2050,1152,"efsdfe",17,150,0,150000000,0,1,1286213834,1,160.990677,163.510010,141.051666,0,0
2051,1152,"26510",17,150,0,150000000,0,1,1286213840,1,160.990677,163.510010,141.051666,0,0
2052,1152,"45324312",17,150,0,150000000,0,1,1286213841,1,160.990677,163.510010,141.051666,0,0
2053,1152,"45342312",17,150,0,150000000,0,1,1286213843,1,160.990677,163.510010,141.051666,0,0
2054,1152,"2354312",17,150,0,150000000,0,1,1286213844,1,160.990677,163.510010,141.051666,0,0
2055,1152,"53135",17,150,0,150000000,0,1,1286213846,1,160.990677,163.510010,141.051666,0,0
2064,1168,"64",17,150,0,150000000,0,1,1286214431,1,160.990677,163.510010,141.051666,0,0
2065,1168,"46786453",17,150,0,150000000,0,1,1286214433,1,160.990677,163.510010,141.051666,0,0
2066,1168,"45384312",17,150,0,150000000,0,1,1286214435,1,160.990677,163.510010,141.051666,0,0
2067,1168,"45364538",17,150,0,150000000,0,1,1286214437,1,160.990677,163.510010,141.051666,0,0
2068,1168,"38531534",17,150,0,150000000,0,1,1286214439,1,160.990677,163.510010,141.051666,0,0
2081,1216,"·ÅÖð",49,150,448340,486099762,15603,1,1428836928,1,213.174072,163.494736,112.994492,119485000,0
2096,1248,"ÓêÉñ",28,111,10065604,984045569,0,1,1338083074,8,-399.139282,103.000740,62.285530,0,1
2112,1267,"xxxuuu1",23,150,0,0,0,1,1333260809,1,160.901169,163.510010,133.883255,0,0
2113,1267,"xxxuuu2",14,150,0,0,0,1,1333260849,1,160.901169,163.510010,133.883255,0,0
2114,1267,"xxxuuu3",14,150,0,0,0,1,1333260885,1,160.901169,163.510010,133.883255,0,0
2115,1267,"xxxuuu4",14,150,0,0,0,1,1333260921,1,160.901169,163.510010,133.883255,0,0
2116,1267,"xxxuuu5",0,150,0,0,0,1,1333260957,1,160.901169,163.510010,133.883255,0,0
2117,1267,"xxxuuu6",14,150,0,0,0,1,1333260997,1,160.901169,163.510010,133.883255,0,0
2118,1267,"xxxuuu7",17,150,0,0,0,1,1333261032,1,160.901169,163.510010,133.883255,0,0
2119,1267,"xxxuuu8",14,150,0,0,0,1,1333261066,1,160.901169,163.510010,133.883255,0,0
2128,1283,"xxxuuu9",14,150,0,0,0,1,1333261133,1,160.901169,163.510010,133.883255,0,0
2129,1283,"xxxuuu10",14,150,0,0,0,1,1333261152,1,160.901169,163.510010,133.883255,0,0
2130,1283,"xxxuuu11",14,150,0,0,0,1,1333261189,1,160.901169,163.510010,133.883255,0,0
2131,1283,"xxxuuu12",14,150,0,0,0,1,1333261222,1,160.901169,163.510010,133.883255,0,0
2132,1283,"xxxuuu13",14,150,0,0,0,1,1333261253,1,163.025574,163.501007,131.687805,0,0
2133,1283,"xxxuuu14",14,150,0,0,0,1,1333261301,1,160.901169,163.510010,133.883255,0,0
2134,1283,"xxxuuu15",14,150,0,0,0,1,1333261334,1,160.901169,163.510010,133.883255,0,0
2135,1283,"xxxuuu16",14,150,0,0,0,1,1333261405,1,160.901169,163.510010,133.883255,0,0
2144,1251,"ÁÔÈË",41,107,80979788,98699387,0,1,1337503542,1,208.065277,163.501007,76.119461,0,0
